#Glass materials Database#Name: Glass name
#LambdaMin, LambdaMax: wavelength range (um)
#K1,L1,K2,L2,K3,L3: Sellmeier1 coeficients.
#Name                       LambdaMin	LambdaMax		K1		L1		K2		L2	      K3               L3			
N-LASF41                   0.334000	2.500000	1.863483310E+00	9.103682190E-03	4.133072550E-01	3.392472680E-02	1.357848150E+00	9.335805950E+01
N-LASF43                   0.350000	2.500000	1.935028270E+00	1.040014130E-02	2.366293500E-01	4.475052920E-02	1.262913440E+00	8.743756900E+01
N-LASF44                   0.334000	2.500000	1.788971050E+00	8.725062770E-03	3.867586700E-01	3.080850230E-02	1.305062430E+00	9.277438240E+01
N-LASF45                   0.365000	2.500000	1.871401980E+00	1.121719200E-02	2.677778790E-01	5.051349720E-02	1.730300080E+00	1.471065050E+02
N-LASF46B                  0.370000	2.500000	2.179889220E+00	1.258053840E-02	3.064951840E-01	5.671913670E-02	1.568824370E+00	1.053165380E+02
N-LASF55                   0.365000	2.500000	2.308612280E+00	1.304469950E-02	3.547366380E-01	5.575242210E-02	1.922271250E+00	1.331968690E+02
N-LASF9                    0.370000	2.500000	2.000295470E+00	1.214260170E-02	2.989268860E-01	5.387362360E-02	1.806918430E+00	1.565308290E+02
N-PK51                     0.300000	2.500000	1.156107750E+00	5.855974020E-03	1.532293440E-01	1.940724160E-02	7.856189660E-01	1.405370460E+02
N-PK52A                    0.290000	2.500000	1.029607000E+00	5.168001550E-03	1.880506000E-01	1.666587980E-02	7.364881650E-01	1.389641290E+02
N-PSK3                     0.300000	2.500000	8.872721100E-01	4.698240670E-03	4.895924250E-01	1.618184630E-02	1.048652960E+00	1.043749750E+02
N-PSK53A                   0.320000	2.500000	1.381218360E+00	7.064163370E-03	1.967456450E-01	2.332513450E-02	8.860892050E-01	9.748473450E+01
N-SF1                      0.370000	2.500000	1.608651580E+00	1.196548790E-02	2.377259160E-01	5.905897220E-02	1.515306530E+00	1.355216760E+02
N-SF10                     0.380000	2.500000	1.621539020E+00	1.222414570E-02	2.562878420E-01	5.957367750E-02	1.644475520E+00	1.474687930E+02
N-SF11                     0.370000	2.500000	1.737596950E+00	1.318870700E-02	3.137473460E-01	6.230681420E-02	1.898781010E+00	1.552362900E+02
N-SF14                     0.365000	2.500000	1.690223610E+00	1.305121130E-02	2.888700520E-01	6.136918800E-02	1.704518700E+00	1.495176890E+02
N-SF15                     0.370000	2.500000	1.570556340E+00	1.165070140E-02	2.189870940E-01	5.978568970E-02	1.508240170E+00	1.327093390E+02
